Customer ID,Gender,State,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date
CUST0038,Female,Chandigarh,East,57,Monitor,Electronics,300,2,600,12.38,Returned,17-11-2023
CUST0288,Female,Puducherry,South,,Laptop,Electronics,1500,4,6000,12.91,Delivered,25-01-2023
CUST0124,Female,Andaman & Nicobar Islands,South,53,Monitor,Electronics,300,2,600,18.38,In Transit,05-09-2023
CUST0298,Female,Dadra & Nagar Haveli and Daman & Diu,South,58,Earbuds,Accessories,100,5,500,7.41,Delivered,17-09-2023
CUST0211,Female,Lakshadweep,South,35,Mouse,Accessories,30,3,90,11.42,Delivered,25-12-2023
CUST0060,Male,Ladakh,North,41,Laptop,Electronics,1500,4,6000,7.13,Delivered,14-01-2023
CUST0284,Female,Uttar Pradesh,West,64,Monitor,Electronics,300,1,300,6.55,Returned,01-08-2023
CUST0282,Male,Maharashtra,North,,Phone,Electronics,800,2,1600,9.72,Delivered,12-02-2023
CUST0205,Female,Bihar,South,43,Monitor,Electronics,300,2,600,18.27,In Transit,18-05-2023
CUST0222,Female,West Bengal,,61,Phone,Electronics,800,2,1600,6.01,Returned,03-10-2023
CUST0299,Male,Madhya Pradesh,East,58,Keyboard,Accessories,50,2,100,9.57,Returned,30-08-2023
CUST0064,Male,Tamil Nadu,West,61,Monitor,Electronics,300,1,300,13.82,Returned,15-09-2023
CUST0073,Male,Rajasthan,East,19,Keyboard,Accessories,50,4,200,5.32,Delivered,14-02-2023
CUST0154,Male,Karnataka,North,31,Keyboard,Accessories,50,3,150,7.46,Delivered,27-02-2023
CUST0081,Male,Gujarat,North,38,Monitor,Electronics,300,1,300,17.22,Returned,13-08-2023
CUST0247,Male,Andhra Pradesh,East,44,Earbuds,Accessories,100,2,200,8.15,In Transit,09-05-2023
CUST0130,Male,Odisha,East,68,Monitor,Electronics,300,2,600,9.56,,23-12-2023
CUST0178,Male,Telangana,West,44,Watch,Wearables,200,3,600,18.09,In Transit,28-10-2023
CUST0131,Female,Kerala,West,67,Laptop,Electronics,1500,4,6000,7.01,Delivered,01-09-2023
CUST0070,Male,Jharkhand,West,23,Monitor,Electronics,300,3,900,12.58,Returned,16-04-2023
CUST0122,Male,Assam,West,68,Earbuds,Accessories,100,2,200,13.49,In Transit,13-12-2023
CUST0168,Female,Punjab,East,42,Monitor,Electronics,300,4,1200,18.15,In Transit,27-03-2023
CUST0176,Male,Chhattisgarh,South,51,Laptop,Electronics,1500,2,3000,7.43,Delivered,16-11-2023
CUST0064,Female,Haryana,West,61,Laptop,Electronics,1500,2,3000,5.42,Returned,14-06-2023
CUST0125,Female,Delhi,South,46,Phone,Electronics,800,5,4000,10.62,Returned,26-01-2023
CUST0165,Female,Jammu & Kashmir,West,49,Keyboard,Accessories,50,4,200,19.72,,25-12-2023
CUST0057,Male,Uttarakhand,North,62,Keyboard,Accessories,50,4,200,12.79,Delivered,29-09-2023
CUST0207,Male,Himachal Pradesh,South,54,Laptop,Electronics,1500,1,1500,5.16,Delivered,14-03-2023
CUST0167,Female,Tripura,North,67,Earbuds,Accessories,100,2,200,11.65,Returned,14-12-2023
CUST0006,Male,Meghalaya,South,52,Laptop,Electronics,1500,5,7500,19.69,In Transit,17-09-2023
CUST0041,Male,Manipur,East,64,Phone,Electronics,800,4,3200,17.27,In Transit,08-08-2023
CUST0112,Male,Nagaland,North,33,Monitor,Electronics,300,4,1200,14.88,Delivered,12-04-2023
CUST0244,Female,Goa,West,24,Earbuds,Accessories,100,3,300,8.49,In Transit,21-02-2023
CUST0218,Male,Arunachal Pradesh,East,36,Earbuds,Accessories,100,2,200,7.71,Returned,03-11-2023
CUST0073,Male,Mizoram,North,19,Monitor,Electronics,300,5,1500,13.7,In Transit,16-01-2023
CUST0083,Male,Sikkim,East,28,Monitor,Electronics,300,1,300,17.98,Returned,03-01-2024
CUST0065,Female,Chandigarh,East,,Earbuds,Accessories,100,2,200,13.06,Returned,05-02-2023
CUST0096,Female,Puducherry,,61,Phone,Electronics,800,4,3200,11.79,In Transit,07-02-2023
CUST0060,Male,Andaman & Nicobar Islands,South,41,Keyboard,Accessories,50,4,200,19.12,Returned,03-04-2023
CUST0045,Male,Dadra & Nagar Haveli and Daman & Diu,East,21,Mouse,Accessories,30,1,30,6.17,In Transit,23-10-2023
CUST0296,Female,Lakshadweep,North,50,Keyboard,Accessories,50,2,100,13.82,In Transit,25-07-2023
CUST0261,Male,Ladakh,West,48,Laptop,Electronics,1500,5,7500,15.95,Returned,01-10-2023
CUST0077,Male,Uttar Pradesh,South,50,Keyboard,Accessories,50,5,250,10.89,Delivered,19-03-2023
CUST0227,Female,Maharashtra,West,54,Keyboard,Accessories,50,4,200,9.22,Returned,05-10-2023
CUST0284,Female,Bihar,North,64,Keyboard,Accessories,50,3,150,17.76,In Transit,11-04-2023
CUST0245,Male,West Bengal,North,63,Mouse,Accessories,30,1,30,13.28,Returned,11-09-2023
CUST0133,Female,Madhya Pradesh,North,47,Phone,Electronics,800,1,800,11.29,Returned,28-10-2023
CUST0179,Male,Tamil Nadu,North,45,Keyboard,Accessories,50,2,100,19.04,Delivered,16-03-2023
CUST0022,Female,Rajasthan,North,33,Watch,Wearables,200,2,400,10.07,Delivered,21-11-2023
CUST0269,Female,Karnataka,East,64,Laptop,Electronics,1500,5,7500,6.53,Returned,03-12-2023
CUST0181,Male,Gujarat,East,59,Watch,Wearables,200,3,600,9.82,In Transit,08-02-2023
CUST0170,Female,Andhra Pradesh,South,40,Mouse,Accessories,30,5,150,8.64,Delivered,22-12-2023
CUST0182,Male,Odisha,West,,Monitor,Electronics,300,5,1500,7.77,In Transit,24-10-2023
CUST0219,Male,Telangana,,48,Mouse,Accessories,62.19121225,2,60,7.4,Returned,20-08-2023
CUST0037,Male,Kerala,West,51,Keyboard,Accessories,103.6520204,4,200,11.41,Returned,20-05-2023
CUST0006,Female,Jharkhand,West,52,Monitor,Electronics,300,3,900,5.66,Delivered,18-02-2023
CUST0125,Female,Assam,West,46,Mouse,Accessories,30,4,120,5.71,Delivered,03-01-2024
CUST0006,Male,Punjab,North,52,Watch,Wearables,200,1,200,13.68,Delivered,02-08-2023
CUST0091,Female,Chhattisgarh,South,30,Mouse,Accessories,30,1,30,18.29,In Transit,19-04-2023
CUST0064,Male,Haryana,North,61,Phone,Electronics,800,5,4000,6.31,Delivered,29-06-2023
CUST0286,Female,Delhi,North,63,Laptop,Electronics,1500,1,1500,13.15,Delivered,08-03-2023
CUST0288,Male,Jammu & Kashmir,West,55,Earbuds,Accessories,100,2,200,16.23,Returned,04-07-2023
CUST0019,Female,Uttarakhand,East,69,Keyboard,Accessories,50,1,50,14.53,Returned,23-04-2023
CUST0236,Male,Himachal Pradesh,East,18,Keyboard,Accessories,50,2,100,11.25,Returned,24-03-2023
CUST0159,Male,Tripura,West,18,Keyboard,Accessories,50,5,250,11.11,Returned,11-09-2023
CUST0251,Male,Meghalaya,North,42,Mouse,Accessories,30,2,60,18.98,In Transit,02-02-2023
CUST0159,Male,Manipur,North,18,Earbuds,Accessories,100,1,100,18.47,Delivered,13-08-2023
CUST0064,Male,Nagaland,West,61,Monitor,Electronics,300,4,1200,18.5,Returned,23-05-2023
CUST0099,Female,Goa,South,26,Laptop,Electronics,1500,4,6000,15.74,Returned,12-08-2023
CUST0228,Male,Arunachal Pradesh,North,25,Phone,Electronics,800,4,3200,18.2,In Transit,24-01-2023
CUST0024,Female,Mizoram,East,57,Watch,Wearables,200,2,400,17.94,In Transit,08-12-2023
CUST0113,Male,Sikkim,South,38,Phone,Electronics,800,2,1600,16.51,In Transit,14-09-2023
CUST0192,Female,Chandigarh,North,58,Watch,Wearables,200,4,800,9.97,Delivered,12-11-2023
CUST0153,Female,Puducherry,East,40,Monitor,Electronics,300,1,300,6.85,Returned,21-06-2023
CUST0057,Female,Andaman & Nicobar Islands,East,62,Keyboard,Accessories,50,5,250,14.04,,03-01-2024
CUST0192,Male,Dadra & Nagar Haveli and Daman & Diu,,58,Keyboard,Accessories,50,3,150,6.37,In Transit,03-01-2024
CUST0150,Female,Lakshadweep,North,63,Laptop,Electronics,1500,3,4500,18.66,Returned,06-05-2023
CUST0203,Male,Ladakh,South,33,Mouse,Accessories,30,1,30,7.78,In Transit,03-01-2023
CUST0163,Female,Uttar Pradesh,North,22,Earbuds,Accessories,100,3,300,6.16,Returned,12-10-2023
CUST0203,Female,Maharashtra,East,33,Laptop,Electronics,1500,3,4500,6.92,Returned,26-06-2023
CUST0223,Female,Bihar,,20,Mouse,Accessories,62.19121225,2,60,15.12,In Transit,26-05-2023
CUST0266,Male,West Bengal,North,,Mouse,Accessories,30,5,150,16.86,Returned,08-11-2023
CUST0227,Male,Madhya Pradesh,West,54,Phone,Electronics,800,3,2400,18.76,In Transit,07-12-2023
CUST0289,Male,Tamil Nadu,West,37,Laptop,Electronics,1500,5,7500,6.68,Delivered,06-07-2023
CUST0046,Female,Rajasthan,South,22,Laptop,Electronics,1500,3,4500,11.69,Delivered,20-06-2023
CUST0173,Male,Karnataka,,65,Earbuds,Accessories,100,1,100,19.28,Returned,11-02-2023
CUST0008,Female,Gujarat,North,,Earbuds,Accessories,100,5,500,16.04,Delivered,02-02-2023
CUST0015,Male,Andhra Pradesh,West,58,Earbuds,Accessories,100,3,300,6.08,Returned,22-03-2023
CUST0002,Male,Odisha,East,23,Phone,Electronics,800,1,800,12.64,Returned,10-09-2023
CUST0189,Female,Telangana,South,38,Mouse,Accessories,30,1,30,10.92,Delivered,22-02-2023
CUST0137,Male,Kerala,North,19,Phone,Electronics,800,3,2400,16.82,In Transit,20-05-2023
CUST0139,Male,Jharkhand,South,,Watch,Wearables,200,2,400,9.18,Delivered,26-06-2023
CUST0033,Female,Assam,South,,Monitor,Electronics,300,2,600,15.3,Delivered,12-04-2023
CUST0297,Male,Punjab,North,61,Monitor,Electronics,300,2,600,13.84,In Transit,10-10-2023
CUST0008,Female,Chhattisgarh,North,18,Keyboard,Accessories,50,3,150,13.86,Delivered,29-05-2023
CUST0267,Male,Haryana,North,29,Laptop,Electronics,1500,3,4500,14.23,Returned,01-06-2023
CUST0028,Male,Delhi,,50,Watch,Wearables,200,5,1000,6.09,In Transit,22-08-2023
CUST0078,Female,Jammu & Kashmir,North,38,Laptop,Electronics,1500,3,4500,19.98,In Transit,10-05-2023
CUST0003,Male,Uttarakhand,North,63,Phone,Electronics,800,5,4000,11.1,In Transit,06-11-2023
CUST0049,Female,Himachal Pradesh,North,59,Laptop,Electronics,1500,1,1500,12.63,Returned,06-02-2023
CUST0212,Female,Tripura,North,,Laptop,Electronics,1500,5,7500,10.18,In Transit,18-11-2023
CUST0146,Male,Meghalaya,North,47,Phone,Electronics,800,1,800,10.16,,13-01-2023
CUST0082,Female,Manipur,,,Watch,Wearables,200,1,200,6.03,Returned,21-04-2023
CUST0036,Female,Nagaland,North,33,Keyboard,Accessories,50,1,50,6.06,Delivered,02-08-2023
CUST0155,Female,Goa,North,41,Laptop,Electronics,1500,2,3000,9.21,Returned,02-02-2023
CUST0138,Male,Arunachal Pradesh,North,46,Keyboard,Accessories,50,3,150,5.09,Returned,16-03-2023
CUST0201,Female,Mizoram,North,49,Mouse,Accessories,30,2,60,8.39,In Transit,03-11-2023
CUST0197,Female,Sikkim,West,54,Mouse,Accessories,30,2,60,8.59,Delivered,04-06-2023
CUST0082,Male,Chandigarh,West,30,Laptop,Electronics,1500,1,1500,9.98,Delivered,04-12-2023
CUST0091,Male,Puducherry,East,30,Laptop,Electronics,1500,5,7500,7.58,Delivered,26-09-2023
CUST0066,Male,Andaman & Nicobar Islands,West,37,Laptop,Electronics,1500,2,3000,5.69,Returned,18-01-2023
CUST0026,Female,Dadra & Nagar Haveli and Daman & Diu,East,27,Monitor,Electronics,300,1,300,16.61,In Transit,23-11-2023
CUST0078,Female,Lakshadweep,West,38,Watch,Wearables,200,4,800,18.89,Returned,03-05-2023
CUST0281,Male,Ladakh,West,44,Keyboard,Accessories,50,4,200,19.81,In Transit,27-08-2023
CUST0299,Male,Uttar Pradesh,West,58,Earbuds,Accessories,100,5,500,14.5,Returned,16-01-2023
CUST0053,Female,Maharashtra,East,25,Watch,Wearables,200,5,1000,16.41,In Transit,25-07-2023
CUST0239,Male,Bihar,North,35,Watch,Wearables,200,1,200,7.32,Delivered,18-11-2023
CUST0069,Male,West Bengal,East,,Earbuds,Accessories,100,3,300,10.81,Returned,07-12-2023
CUST0245,Male,Madhya Pradesh,West,63,Mouse,Accessories,30,3,90,13.95,Returned,15-05-2023
CUST0258,Female,Tamil Nadu,South,39,Monitor,Electronics,300,4,1200,9.55,In Transit,16-05-2023
CUST0177,Male,Rajasthan,South,29,Watch,Wearables,200,3,600,13.87,In Transit,18-03-2023
CUST0140,Male,Karnataka,East,,Earbuds,Accessories,100,2,200,10.96,Delivered,08-03-2023
CUST0089,Female,Gujarat,North,27,Mouse,Accessories,30,3,90,6.45,In Transit,19-09-2023
CUST0168,Female,Andhra Pradesh,West,42,Phone,Electronics,800,2,1600,13.79,In Transit,25-09-2023
CUST0176,Male,Odisha,East,51,Laptop,Electronics,1500,3,4500,16.42,In Transit,28-10-2023
CUST0089,Female,Telangana,South,27,Monitor,Electronics,300,3,900,7.99,In Transit,21-02-2023
CUST0281,Female,Kerala,West,44,Keyboard,Accessories,50,2,100,6.45,Returned,28-08-2023
CUST0044,Male,Jharkhand,East,30,Mouse,Accessories,30,5,150,16.62,Returned,28-10-2023
CUST0137,Female,Assam,South,,Monitor,Electronics,300,5,1500,6,Delivered,08-11-2023
CUST0174,Female,Punjab,East,68,Laptop,Electronics,1500,1,1500,16.34,Delivered,07-05-2023
CUST0141,Female,Chhattisgarh,East,58,Mouse,Accessories,30,1,30,12.22,In Transit,03-10-2023
CUST0202,Male,Haryana,South,56,Mouse,Accessories,30,3,90,5.07,Delivered,05-01-2023
CUST0259,Male,Delhi,West,59,Laptop,Electronics,1500,2,3000,7.5,Delivered,22-08-2023
CUST0045,Female,Jammu & Kashmir,East,21,Phone,Electronics,800,3,2400,15.78,Delivered,07-11-2023
CUST0168,Female,Uttarakhand,West,42,Keyboard,Accessories,50,1,50,15.92,Delivered,24-06-2023
CUST0027,Female,Himachal Pradesh,,36,Keyboard,Accessories,50,5,250,11.09,Returned,06-06-2023
CUST0228,Male,Tripura,South,25,Mouse,Accessories,30,4,120,18.6,Returned,29-06-2023
CUST0199,Female,Meghalaya,South,41,Phone,Electronics,800,4,3200,16.45,In Transit,18-01-2023
CUST0065,Male,Manipur,North,41,Earbuds,Accessories,100,5,500,19.62,Delivered,04-03-2023
CUST0146,Female,Nagaland,East,47,Laptop,Electronics,1500,3,4500,8.87,Delivered,11-09-2023
CUST0093,Male,Goa,North,66,Monitor,Electronics,300,1,300,16.58,Delivered,27-02-2023
CUST0168,Female,Arunachal Pradesh,South,42,Monitor,Electronics,300,1,300,14.7,Delivered,16-11-2023
CUST0216,Male,Mizoram,South,53,Phone,Electronics,800,2,1600,16.23,In Transit,19-07-2023
CUST0062,Male,Sikkim,West,43,Earbuds,Accessories,100,4,400,11.4,Returned,24-04-2023
CUST0125,Male,Chandigarh,West,46,Phone,Electronics,800,5,4000,19.08,In Transit,01-05-2023
CUST0060,Male,Puducherry,,41,Keyboard,Accessories,50,1,50,5.56,Delivered,26-06-2023
CUST0056,Female,Andaman & Nicobar Islands,South,23,Watch,Wearables,200,2,400,5.73,Returned,03-01-2024
CUST0247,Male,Dadra & Nagar Haveli and Daman & Diu,South,44,Phone,Electronics,800,1,800,7.11,In Transit,19-01-2023
CUST0131,Female,Lakshadweep,East,67,Monitor,Electronics,300,1,300,15.92,,03-05-2023
CUST0114,Female,Ladakh,West,60,Monitor,Electronics,300,3,900,18.61,In Transit,21-07-2023
CUST0082,Female,Uttar Pradesh,,,Phone,Electronics,800,4,3200,13.77,Delivered,11-10-2023
CUST0184,Female,Maharashtra,West,54,Mouse,Accessories,30,3,90,14.78,Returned,15-06-2023
CUST0075,Female,Bihar,South,56,Monitor,Electronics,300,2,600,13.6,Delivered,16-08-2023
CUST0142,Male,West Bengal,East,32,Monitor,Electronics,300,1,300,15.5,Delivered,14-04-2023
CUST0076,Male,Madhya Pradesh,East,26,Earbuds,Accessories,100,5,500,16.96,Delivered,24-10-2023
CUST0105,Male,Tamil Nadu,East,27,Watch,Wearables,200,5,1000,12,In Transit,14-07-2023
CUST0004,Female,Rajasthan,West,65,Keyboard,Accessories,50,3,150,19.62,In Transit,06-12-2023
CUST0127,Male,Karnataka,North,62,Watch,Wearables,200,2,400,11.66,Delivered,31-08-2023
CUST0072,Male,Gujarat,South,21,Earbuds,Accessories,100,1,100,11.24,Delivered,02-09-2023
CUST0216,Male,Andhra Pradesh,North,53,Phone,Electronics,800,4,3200,6.27,Returned,06-04-2023
CUST0156,Female,Odisha,South,57,Phone,Electronics,800,4,3200,16.09,In Transit,29-12-2023
CUST0052,Male,Telangana,North,66,Mouse,Accessories,30,4,120,8.24,Returned,09-06-2023
CUST0226,Female,Kerala,West,,Phone,Electronics,800,4,3200,17.91,In Transit,14-06-2023
CUST0270,Female,Jharkhand,West,64,Laptop,Electronics,1500,1,1500,18.88,Returned,14-07-2023
CUST0269,Male,Assam,North,64,Monitor,Electronics,621.9121225,5,1500,6.93,Delivered,23-04-2023
CUST0183,Female,Punjab,West,42,Phone,Electronics,800,3,2400,7.22,Delivered,21-10-2023
CUST0205,Male,Chhattisgarh,South,43,Keyboard,Accessories,50,2,100,5.05,Delivered,09-10-2023
CUST0080,Female,Haryana,East,51,Earbuds,Accessories,100,1,100,19.84,Delivered,27-05-2023
CUST0208,Female,Delhi,West,57,Laptop,Electronics,1500,1,1500,16.28,Returned,01-02-2023
CUST0186,Female,Jammu & Kashmir,West,55,Mouse,Accessories,30,5,150,17.36,In Transit,07-05-2023
CUST0109,Female,Uttarakhand,,57,Mouse,Accessories,30,1,30,9.59,In Transit,12-03-2023
CUST0028,Female,Himachal Pradesh,East,50,Earbuds,Accessories,100,5,500,16.11,In Transit,07-11-2023
CUST0083,Male,Tripura,West,28,Keyboard,Accessories,50,2,100,9.48,Returned,14-09-2023
CUST0027,Female,Meghalaya,South,36,Monitor,Electronics,300,2,600,18.44,Returned,19-03-2023
CUST0203,Female,Manipur,South,33,Keyboard,Accessories,50,5,250,8.43,In Transit,05-10-2023
CUST0095,Female,Nagaland,East,,Laptop,Electronics,1500,5,7500,7.38,Returned,18-06-2023
CUST0204,Male,Goa,North,54,Phone,Electronics,800,2,1600,6.45,Delivered,16-03-2023
CUST0165,Male,Arunachal Pradesh,West,49,Keyboard,Accessories,50,1,50,8.97,Returned,23-05-2023
CUST0269,Male,Mizoram,North,64,Earbuds,Accessories,100,3,300,11.64,Returned,24-11-2023
CUST0134,Male,Sikkim,North,,Monitor,Electronics,621.9121225,5,1500,7.22,Returned,05-08-2023
CUST0116,Female,Chandigarh,East,,Earbuds,Accessories,100,2,200,15.13,Delivered,23-01-2023
CUST0137,Female,Puducherry,West,19,Phone,Electronics,800,3,2400,11.21,Returned,01-08-2023
CUST0100,Male,Andaman & Nicobar Islands,West,29,Keyboard,Accessories,50,2,100,5.18,Returned,14-04-2023
CUST0282,Male,Dadra & Nagar Haveli and Daman & Diu,North,68,Watch,Wearables,200,3,600,7.93,In Transit,22-06-2023
CUST0094,Male,Lakshadweep,North,30,Laptop,Electronics,1500,1,1500,14.53,In Transit,18-04-2023
CUST0194,Female,Ladakh,West,61,Mouse,Accessories,62.19121225,1,30,10.41,Returned,28-01-2023
CUST0174,Female,Uttar Pradesh,North,,Phone,Electronics,800,4,3200,9.45,Returned,08-05-2023
CUST0273,Female,Maharashtra,South,,Laptop,Electronics,1500,2,3000,9.01,In Transit,07-06-2023
CUST0188,Male,Bihar,North,29,Phone,Electronics,800,5,4000,6.06,Delivered,24-02-2023
CUST0109,Male,West Bengal,West,57,Keyboard,Accessories,50,3,150,11.12,In Transit,16-02-2023
CUST0081,Male,Madhya Pradesh,West,38,Watch,Wearables,200,3,600,19.89,Returned,07-08-2023
CUST0298,Male,Tamil Nadu,North,58,Phone,Electronics,800,4,3200,18.55,,04-04-2023
CUST0189,Female,Rajasthan,East,38,Monitor,Electronics,300,1,300,11.89,In Transit,01-05-2023
CUST0092,Female,Karnataka,East,32,Phone,Electronics,800,3,2400,14.12,In Transit,28-09-2023
CUST0254,Female,Gujarat,West,,Mouse,Accessories,30,2,60,7.56,Delivered,25-12-2023
CUST0150,Male,Andhra Pradesh,South,63,Earbuds,Accessories,100,4,400,11.39,Delivered,06-05-2023
CUST0264,Female,Odisha,West,59,Keyboard,Accessories,103.6520204,4,200,10.49,Delivered,21-08-2023
CUST0105,Male,Telangana,West,27,Earbuds,Accessories,100,3,300,17.92,Returned,13-03-2023
CUST0253,Female,Kerala,West,51,Laptop,Electronics,1500,1,1500,12.36,Returned,28-02-2023
CUST0188,Male,Jharkhand,West,29,Monitor,Electronics,300,4,1200,8.15,Delivered,26-07-2023
CUST0052,Male,Assam,East,66,Monitor,Electronics,300,2,600,19.1,,02-07-2023
CUST0204,Male,Punjab,East,54,Watch,Wearables,200,5,1000,10.03,Returned,17-10-2023
CUST0180,Male,Chhattisgarh,East,68,Monitor,Electronics,300,3,900,5,In Transit,18-10-2023
CUST0189,Female,Haryana,West,,Laptop,Electronics,1500,3,4500,9.92,Delivered,06-04-2023
CUST0023,Female,Delhi,South,29,Monitor,Electronics,300,3,900,18.32,Delivered,20-07-2023
CUST0263,Female,Jammu & Kashmir,West,40,Watch,Wearables,200,1,200,8.82,Returned,08-04-2023
CUST0195,Male,Uttarakhand,West,48,Keyboard,Accessories,50,3,150,16.84,Returned,08-01-2023
CUST0272,Female,Himachal Pradesh,West,52,Laptop,Electronics,1500,5,7500,9.45,,13-05-2023
CUST0256,Male,Tripura,East,69,Monitor,Electronics,300,4,1200,8.25,Returned,15-08-2023
CUST0131,Male,Meghalaya,North,67,Phone,Electronics,800,4,3200,14.61,In Transit,18-09-2023
CUST0279,Female,Manipur,North,59,Mouse,Accessories,30,1,30,6.08,Returned,15-02-2023
CUST0250,Female,Nagaland,West,64,Watch,Wearables,200,2,400,15.94,Delivered,28-11-2023
CUST0012,Male,Goa,East,,Mouse,Accessories,30,3,90,16.49,In Transit,29-07-2023
CUST0127,Female,Arunachal Pradesh,South,62,Phone,Electronics,800,4,3200,6.66,In Transit,10-07-2023
CUST0128,Female,Mizoram,North,52,Monitor,Electronics,621.9121225,3,900,11.04,Delivered,25-10-2023
CUST0155,Male,Sikkim,West,41,Earbuds,Accessories,100,3,300,11.98,Delivered,12-06-2023
CUST0115,Male,Chandigarh,South,53,Earbuds,Accessories,100,5,500,5.93,In Transit,22-07-2023
CUST0115,Male,Puducherry,West,53,Watch,Wearables,200,5,1000,19.43,Returned,25-06-2023
CUST0282,Male,Andaman & Nicobar Islands,East,68,Phone,Electronics,800,3,2400,8.23,Returned,29-11-2023
CUST0158,Male,Dadra & Nagar Haveli and Daman & Diu,West,51,Phone,Electronics,800,1,800,18.58,Returned,03-10-2023
CUST0088,Female,Lakshadweep,South,66,Laptop,Electronics,1500,1,1500,13.16,In Transit,06-02-2023
CUST0124,Male,Ladakh,South,53,Monitor,Electronics,300,2,600,8.51,Returned,17-05-2023
CUST0055,Female,Uttar Pradesh,North,45,Watch,Wearables,200,2,400,10.82,Returned,23-09-2023
CUST0201,Female,Maharashtra,South,49,Laptop,Electronics,1500,3,4500,17.62,Returned,25-12-2023
CUST0256,Female,Bihar,West,69,Mouse,Accessories,30,5,150,9.07,Delivered,19-02-2023
CUST0055,Male,West Bengal,East,45,Keyboard,Accessories,50,1,50,11.27,Returned,13-09-2023
CUST0076,Male,Madhya Pradesh,South,26,Monitor,Electronics,300,4,1200,6.9,Returned,05-11-2023
CUST0273,Male,Tamil Nadu,South,55,Monitor,Electronics,300,3,900,7.31,In Transit,15-01-2023
CUST0022,Female,Rajasthan,,33,Mouse,Accessories,30,1,30,15.29,Delivered,27-02-2023
CUST0204,Male,Karnataka,East,54,Laptop,Electronics,1500,2,3000,12.68,Delivered,11-05-2023
CUST0194,Female,Gujarat,South,61,Mouse,Accessories,30,1,30,19.54,In Transit,16-04-2023
CUST0138,Male,Andhra Pradesh,East,46,Phone,Electronics,800,4,3200,17.82,,17-03-2023
CUST0071,Female,Odisha,North,46,Mouse,Accessories,30,4,120,10.01,In Transit,11-04-2023
CUST0044,Female,Telangana,North,30,Keyboard,Accessories,50,4,200,16.61,Returned,16-10-2023
