Customer ID,Gender,State,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date
Cust0181,Male,Gujarat,East,59,Watch,Wearables,200.0,3,600.0,9.82,In Transit,2023-02-08
Cust0170,Female,Andhra Pradesh,South,40,Mouse,Accessories,30.0,5,150.0,8.64,Delivered,2023-12-22
Cust0182,Male,Odisha,West,49,Monitor,Electronics,300.0,5,1500.0,7.77,In Transit,2023-10-24
Cust0037,Male,Kerala,West,51,Keyboard,Accessories,103.65,4,200.0,11.41,Returned,2023-05-20
Cust0006,Female,Jharkhand,West,52,Monitor,Electronics,300.0,3,900.0,5.66,Delivered,2023-02-18
Cust0125,Female,Assam,West,46,Mouse,Accessories,30.0,4,120.0,5.71,Delivered,2024-01-03
Cust0006,Male,Punjab,North,52,Watch,Wearables,200.0,1,200.0,13.68,Delivered,2023-08-02
Cust0091,Female,Chhattisgarh,South,30,Mouse,Accessories,30.0,1,30.0,18.29,In Transit,2023-04-19
Cust0286,Female,Delhi,North,63,Laptop,Electronics,1500.0,1,1500.0,13.15,Delivered,2023-03-08
Cust0288,Male,Jammu & Kashmir,West,55,Earbuds,Accessories,100.0,2,200.0,16.23,Returned,2023-07-04
Cust0019,Female,Uttarakhand,East,69,Keyboard,Accessories,50.0,1,50.0,14.53,Returned,2023-04-23
Cust0236,Male,Himachal Pradesh,East,18,Keyboard,Accessories,50.0,2,100.0,11.25,Returned,2023-03-24
Cust0159,Male,Tripura,West,18,Keyboard,Accessories,50.0,5,250.0,11.11,Returned,2023-09-11
Cust0251,Male,Meghalaya,North,42,Mouse,Accessories,30.0,2,60.0,18.98,In Transit,2023-02-02
Cust0159,Male,Manipur,North,18,Earbuds,Accessories,100.0,1,100.0,18.47,Delivered,2023-08-13
Cust0064,Male,Nagaland,West,61,Monitor,Electronics,300.0,4,1200.0,18.5,Returned,2023-05-23
Cust0228,Male,Arunachal Pradesh,North,25,Phone,Electronics,800.0,4,3200.0,18.2,In Transit,2023-01-24
Cust0024,Female,Mizoram,East,57,Watch,Wearables,200.0,2,400.0,17.94,In Transit,2023-12-08
Cust0113,Male,Sikkim,South,38,Phone,Electronics,800.0,2,1600.0,16.51,In Transit,2023-09-14
Cust0192,Female,Chandigarh,North,58,Watch,Wearables,200.0,4,800.0,9.97,Delivered,2023-11-12
Cust0153,Female,Puducherry,East,40,Monitor,Electronics,300.0,1,300.0,6.85,Returned,2023-06-21
Cust0203,Male,Ladakh,South,33,Mouse,Accessories,30.0,1,30.0,7.78,In Transit,2023-01-03
Cust0163,Female,Uttar Pradesh,North,22,Earbuds,Accessories,100.0,3,300.0,6.16,Returned,2023-10-12
Cust0266,Male,West Bengal,North,49,Mouse,Accessories,30.0,5,150.0,16.86,Returned,2023-11-08
Cust0227,Male,Madhya Pradesh,West,54,Phone,Electronics,800.0,3,2400.0,18.76,In Transit,2023-12-07
Cust0008,Female,Gujarat,North,49,Earbuds,Accessories,100.0,5,500.0,16.04,Delivered,2023-02-02
Cust0015,Male,Andhra Pradesh,West,58,Earbuds,Accessories,100.0,3,300.0,6.08,Returned,2023-03-22
Cust0002,Male,Odisha,East,23,Phone,Electronics,800.0,1,800.0,12.64,Returned,2023-09-10
Cust0189,Female,Telangana,South,38,Mouse,Accessories,30.0,1,30.0,10.92,Delivered,2023-02-22
Cust0137,Male,Kerala,North,19,Phone,Electronics,800.0,3,2400.0,16.82,In Transit,2023-05-20
Cust0139,Male,Jharkhand,South,49,Watch,Wearables,200.0,2,400.0,9.18,Delivered,2023-06-26
Cust0033,Female,Assam,South,49,Monitor,Electronics,300.0,2,600.0,15.3,Delivered,2023-04-12
Cust0297,Male,Punjab,North,61,Monitor,Electronics,300.0,2,600.0,13.84,In Transit,2023-10-10
Cust0008,Female,Chhattisgarh,North,18,Keyboard,Accessories,50.0,3,150.0,13.86,Delivered,2023-05-29
Cust0049,Female,Himachal Pradesh,North,59,Laptop,Electronics,1500.0,1,1500.0,12.63,Returned,2023-02-06
Cust0036,Female,Nagaland,North,33,Keyboard,Accessories,50.0,1,50.0,6.06,Delivered,2023-08-02
Cust0155,Female,Goa,North,41,Laptop,Electronics,1500.0,2,3000.0,9.21,Returned,2023-02-02
Cust0138,Male,Arunachal Pradesh,North,46,Keyboard,Accessories,50.0,3,150.0,5.09,Returned,2023-03-16
Cust0201,Female,Mizoram,North,49,Mouse,Accessories,30.0,2,60.0,8.39,In Transit,2023-11-03
Cust0197,Female,Sikkim,West,54,Mouse,Accessories,30.0,2,60.0,8.59,Delivered,2023-06-04
Cust0082,Male,Chandigarh,West,30,Laptop,Electronics,1500.0,1,1500.0,9.98,Delivered,2023-12-04
Cust0066,Male,Andaman & Nicobar Islands,West,37,Laptop,Electronics,1500.0,2,3000.0,5.69,Returned,2023-01-18
Cust0026,Female,Dadra & Nagar Haveli and Daman & Diu,East,27,Monitor,Electronics,300.0,1,300.0,16.61,In Transit,2023-11-23
Cust0078,Female,Lakshadweep,West,38,Watch,Wearables,200.0,4,800.0,18.89,Returned,2023-05-03
Cust0281,Male,Ladakh,West,44,Keyboard,Accessories,50.0,4,200.0,19.81,In Transit,2023-08-27
Cust0299,Male,Uttar Pradesh,West,58,Earbuds,Accessories,100.0,5,500.0,14.5,Returned,2023-01-16
Cust0053,Female,Maharashtra,East,25,Watch,Wearables,200.0,5,1000.0,16.41,In Transit,2023-07-25
Cust0239,Male,Bihar,North,35,Watch,Wearables,200.0,1,200.0,7.32,Delivered,2023-11-18
Cust0069,Male,West Bengal,East,49,Earbuds,Accessories,100.0,3,300.0,10.81,Returned,2023-12-07
Cust0245,Male,Madhya Pradesh,West,63,Mouse,Accessories,30.0,3,90.0,13.95,Returned,2023-05-15
Cust0258,Female,Tamil Nadu,South,39,Monitor,Electronics,300.0,4,1200.0,9.55,In Transit,2023-05-16
Cust0177,Male,Rajasthan,South,29,Watch,Wearables,200.0,3,600.0,13.87,In Transit,2023-03-18
Cust0140,Male,Karnataka,East,49,Earbuds,Accessories,100.0,2,200.0,10.96,Delivered,2023-03-08
Cust0089,Female,Gujarat,North,27,Mouse,Accessories,30.0,3,90.0,6.45,In Transit,2023-09-19
Cust0168,Female,Andhra Pradesh,West,42,Phone,Electronics,800.0,2,1600.0,13.79,In Transit,2023-09-25
Cust0089,Female,Telangana,South,27,Monitor,Electronics,300.0,3,900.0,7.99,In Transit,2023-02-21
Cust0281,Female,Kerala,West,44,Keyboard,Accessories,50.0,2,100.0,6.45,Returned,2023-08-28
Cust0044,Male,Jharkhand,East,30,Mouse,Accessories,30.0,5,150.0,16.62,Returned,2023-10-28
Cust0137,Female,Assam,South,49,Monitor,Electronics,300.0,5,1500.0,6.0,Delivered,2023-11-08
Cust0174,Female,Punjab,East,68,Laptop,Electronics,1500.0,1,1500.0,16.34,Delivered,2023-05-07
Cust0141,Female,Chhattisgarh,East,58,Mouse,Accessories,30.0,1,30.0,12.22,In Transit,2023-10-03
Cust0202,Male,Haryana,South,56,Mouse,Accessories,30.0,3,90.0,5.07,Delivered,2023-01-05
Cust0259,Male,Delhi,West,59,Laptop,Electronics,1500.0,2,3000.0,7.5,Delivered,2023-08-22
Cust0045,Female,Jammu & Kashmir,East,21,Phone,Electronics,800.0,3,2400.0,15.78,Delivered,2023-11-07
Cust0168,Female,Uttarakhand,West,42,Keyboard,Accessories,50.0,1,50.0,15.92,Delivered,2023-06-24
Cust0228,Male,Tripura,South,25,Mouse,Accessories,30.0,4,120.0,18.6,Returned,2023-06-29
Cust0199,Female,Meghalaya,South,41,Phone,Electronics,800.0,4,3200.0,16.45,In Transit,2023-01-18
Cust0065,Male,Manipur,North,41,Earbuds,Accessories,100.0,5,500.0,19.62,Delivered,2023-03-04
Cust0093,Male,Goa,North,66,Monitor,Electronics,300.0,1,300.0,16.58,Delivered,2023-02-27
Cust0168,Female,Arunachal Pradesh,South,42,Monitor,Electronics,300.0,1,300.0,14.7,Delivered,2023-11-16
Cust0216,Male,Mizoram,South,53,Phone,Electronics,800.0,2,1600.0,16.23,In Transit,2023-07-19
Cust0062,Male,Sikkim,West,43,Earbuds,Accessories,100.0,4,400.0,11.4,Returned,2023-04-24
Cust0056,Female,Andaman & Nicobar Islands,South,23,Watch,Wearables,200.0,2,400.0,5.73,Returned,2024-01-03
Cust0247,Male,Dadra & Nagar Haveli and Daman & Diu,South,44,Phone,Electronics,800.0,1,800.0,7.11,In Transit,2023-01-19
Cust0114,Female,Ladakh,West,60,Monitor,Electronics,300.0,3,900.0,18.61,In Transit,2023-07-21
Cust0184,Female,Maharashtra,West,54,Mouse,Accessories,30.0,3,90.0,14.78,Returned,2023-06-15
Cust0075,Female,Bihar,South,56,Monitor,Electronics,300.0,2,600.0,13.6,Delivered,2023-08-16
Cust0142,Male,West Bengal,East,32,Monitor,Electronics,300.0,1,300.0,15.5,Delivered,2023-04-14
Cust0076,Male,Madhya Pradesh,East,26,Earbuds,Accessories,100.0,5,500.0,16.96,Delivered,2023-10-24
Cust0105,Male,Tamil Nadu,East,27,Watch,Wearables,200.0,5,1000.0,12.0,In Transit,2023-07-14
Cust0004,Female,Rajasthan,West,65,Keyboard,Accessories,50.0,3,150.0,19.62,In Transit,2023-12-06
Cust0127,Male,Karnataka,North,62,Watch,Wearables,200.0,2,400.0,11.66,Delivered,2023-08-31
Cust0072,Male,Gujarat,South,21,Earbuds,Accessories,100.0,1,100.0,11.24,Delivered,2023-09-02
Cust0216,Male,Andhra Pradesh,North,53,Phone,Electronics,800.0,4,3200.0,6.27,Returned,2023-04-06
Cust0156,Female,Odisha,South,57,Phone,Electronics,800.0,4,3200.0,16.09,In Transit,2023-12-29
Cust0052,Male,Telangana,North,66,Mouse,Accessories,30.0,4,120.0,8.24,Returned,2023-06-09
Cust0226,Female,Kerala,West,49,Phone,Electronics,800.0,4,3200.0,17.91,In Transit,2023-06-14
Cust0270,Female,Jharkhand,West,64,Laptop,Electronics,1500.0,1,1500.0,18.88,Returned,2023-07-14
Cust0269,Male,Assam,North,64,Monitor,Electronics,621.91,5,1500.0,6.93,Delivered,2023-04-23
Cust0183,Female,Punjab,West,42,Phone,Electronics,800.0,3,2400.0,7.22,Delivered,2023-10-21
Cust0205,Male,Chhattisgarh,South,43,Keyboard,Accessories,50.0,2,100.0,5.05,Delivered,2023-10-09
Cust0080,Female,Haryana,East,51,Earbuds,Accessories,100.0,1,100.0,19.84,Delivered,2023-05-27
Cust0208,Female,Delhi,West,57,Laptop,Electronics,1500.0,1,1500.0,16.28,Returned,2023-02-01
Cust0186,Female,Jammu & Kashmir,West,55,Mouse,Accessories,30.0,5,150.0,17.36,In Transit,2023-05-07
Cust0028,Female,Himachal Pradesh,East,50,Earbuds,Accessories,100.0,5,500.0,16.11,In Transit,2023-11-07
Cust0083,Male,Tripura,West,28,Keyboard,Accessories,50.0,2,100.0,9.48,Returned,2023-09-14
Cust0027,Female,Meghalaya,South,36,Monitor,Electronics,300.0,2,600.0,18.44,Returned,2023-03-19
Cust0203,Female,Manipur,South,33,Keyboard,Accessories,50.0,5,250.0,8.43,In Transit,2023-10-05
Cust0204,Male,Goa,North,54,Phone,Electronics,800.0,2,1600.0,6.45,Delivered,2023-03-16
Cust0165,Male,Arunachal Pradesh,West,49,Keyboard,Accessories,50.0,1,50.0,8.97,Returned,2023-05-23
Cust0269,Male,Mizoram,North,64,Earbuds,Accessories,100.0,3,300.0,11.64,Returned,2023-11-24
Cust0134,Male,Sikkim,North,49,Monitor,Electronics,621.91,5,1500.0,7.22,Returned,2023-08-05
Cust0116,Female,Chandigarh,East,49,Earbuds,Accessories,100.0,2,200.0,15.13,Delivered,2023-01-23
Cust0137,Female,Puducherry,West,19,Phone,Electronics,800.0,3,2400.0,11.21,Returned,2023-08-01
Cust0100,Male,Andaman & Nicobar Islands,West,29,Keyboard,Accessories,50.0,2,100.0,5.18,Returned,2023-04-14
Cust0282,Male,Dadra & Nagar Haveli and Daman & Diu,North,68,Watch,Wearables,200.0,3,600.0,7.93,In Transit,2023-06-22
Cust0094,Male,Lakshadweep,North,30,Laptop,Electronics,1500.0,1,1500.0,14.53,In Transit,2023-04-18
Cust0194,Female,Ladakh,West,61,Mouse,Accessories,62.19,1,30.0,10.41,Returned,2023-01-28
Cust0174,Female,Uttar Pradesh,North,49,Phone,Electronics,800.0,4,3200.0,9.45,Returned,2023-05-08
Cust0273,Female,Maharashtra,South,49,Laptop,Electronics,1500.0,2,3000.0,9.01,In Transit,2023-06-07
Cust0109,Male,West Bengal,West,57,Keyboard,Accessories,50.0,3,150.0,11.12,In Transit,2023-02-16
Cust0081,Male,Madhya Pradesh,West,38,Watch,Wearables,200.0,3,600.0,19.89,Returned,2023-08-07
Cust0189,Female,Rajasthan,East,38,Monitor,Electronics,300.0,1,300.0,11.89,In Transit,2023-05-01
Cust0092,Female,Karnataka,East,32,Phone,Electronics,800.0,3,2400.0,14.12,In Transit,2023-09-28
Cust0254,Female,Gujarat,West,49,Mouse,Accessories,30.0,2,60.0,7.56,Delivered,2023-12-25
Cust0150,Male,Andhra Pradesh,South,63,Earbuds,Accessories,100.0,4,400.0,11.39,Delivered,2023-05-06
Cust0264,Female,Odisha,West,59,Keyboard,Accessories,103.65,4,200.0,10.49,Delivered,2023-08-21
Cust0105,Male,Telangana,West,27,Earbuds,Accessories,100.0,3,300.0,17.92,Returned,2023-03-13
Cust0253,Female,Kerala,West,51,Laptop,Electronics,1500.0,1,1500.0,12.36,Returned,2023-02-28
Cust0188,Male,Jharkhand,West,29,Monitor,Electronics,300.0,4,1200.0,8.15,Delivered,2023-07-26
Cust0204,Male,Punjab,East,54,Watch,Wearables,200.0,5,1000.0,10.03,Returned,2023-10-17
Cust0180,Male,Chhattisgarh,East,68,Monitor,Electronics,300.0,3,900.0,5.0,In Transit,2023-10-18
Cust0023,Female,Delhi,South,29,Monitor,Electronics,300.0,3,900.0,18.32,Delivered,2023-07-20
Cust0263,Female,Jammu & Kashmir,West,40,Watch,Wearables,200.0,1,200.0,8.82,Returned,2023-04-08
Cust0195,Male,Uttarakhand,West,48,Keyboard,Accessories,50.0,3,150.0,16.84,Returned,2023-01-08
Cust0256,Male,Tripura,East,69,Monitor,Electronics,300.0,4,1200.0,8.25,Returned,2023-08-15
Cust0131,Male,Meghalaya,North,67,Phone,Electronics,800.0,4,3200.0,14.61,In Transit,2023-09-18
Cust0279,Female,Manipur,North,59,Mouse,Accessories,30.0,1,30.0,6.08,Returned,2023-02-15
Cust0250,Female,Nagaland,West,64,Watch,Wearables,200.0,2,400.0,15.94,Delivered,2023-11-28
Cust0012,Male,Goa,East,49,Mouse,Accessories,30.0,3,90.0,16.49,In Transit,2023-07-29
Cust0127,Female,Arunachal Pradesh,South,62,Phone,Electronics,800.0,4,3200.0,6.66,In Transit,2023-07-10
Cust0128,Female,Mizoram,North,52,Monitor,Electronics,621.91,3,900.0,11.04,Delivered,2023-10-25
Cust0155,Male,Sikkim,West,41,Earbuds,Accessories,100.0,3,300.0,11.98,Delivered,2023-06-12
Cust0115,Male,Chandigarh,South,53,Earbuds,Accessories,100.0,5,500.0,5.93,In Transit,2023-07-22
Cust0115,Male,Puducherry,West,53,Watch,Wearables,200.0,5,1000.0,19.43,Returned,2023-06-25
Cust0282,Male,Andaman & Nicobar Islands,East,68,Phone,Electronics,800.0,3,2400.0,8.23,Returned,2023-11-29
Cust0158,Male,Dadra & Nagar Haveli and Daman & Diu,West,51,Phone,Electronics,800.0,1,800.0,18.58,Returned,2023-10-03
Cust0088,Female,Lakshadweep,South,66,Laptop,Electronics,1500.0,1,1500.0,13.16,In Transit,2023-02-06
Cust0124,Male,Ladakh,South,53,Monitor,Electronics,300.0,2,600.0,8.51,Returned,2023-05-17
Cust0055,Female,Uttar Pradesh,North,45,Watch,Wearables,200.0,2,400.0,10.82,Returned,2023-09-23
Cust0256,Female,Bihar,West,69,Mouse,Accessories,30.0,5,150.0,9.07,Delivered,2023-02-19
Cust0055,Male,West Bengal,East,45,Keyboard,Accessories,50.0,1,50.0,11.27,Returned,2023-09-13
Cust0076,Male,Madhya Pradesh,South,26,Monitor,Electronics,300.0,4,1200.0,6.9,Returned,2023-11-05
Cust0273,Male,Tamil Nadu,South,55,Monitor,Electronics,300.0,3,900.0,7.31,In Transit,2023-01-15
Cust0204,Male,Karnataka,East,54,Laptop,Electronics,1500.0,2,3000.0,12.68,Delivered,2023-05-11
Cust0194,Female,Gujarat,South,61,Mouse,Accessories,30.0,1,30.0,19.54,In Transit,2023-04-16
Cust0071,Female,Odisha,North,46,Mouse,Accessories,30.0,4,120.0,10.01,In Transit,2023-04-11
Cust0044,Female,Telangana,North,30,Keyboard,Accessories,50.0,4,200.0,16.61,Returned,2023-10-16
Cust0273,Male,Kerala,South,55,Earbuds,Accessories,100.0,4,400.0,18.99,In Transit,2023-10-16
Cust0196,Female,Jharkhand,East,37,Earbuds,Accessories,100.0,4,400.0,11.4,Delivered,2023-02-22
Cust0212,Female,Assam,East,62,Mouse,Accessories,30.0,2,60.0,8.36,Delivered,2023-07-17
Cust0106,Female,Punjab,East,49,Mouse,Accessories,30.0,5,150.0,10.03,Delivered,2023-06-30
Cust0133,Male,Chhattisgarh,North,47,Earbuds,Accessories,100.0,3,300.0,15.0,Delivered,2023-07-09
Cust0262,Male,Haryana,West,27,Mouse,Accessories,30.0,4,120.0,16.05,Returned,2023-05-07
Cust0280,Female,Delhi,East,44,Keyboard,Accessories,50.0,4,200.0,12.3,In Transit,2023-03-22
Cust0074,Male,Jammu & Kashmir,North,36,Watch,Wearables,200.0,2,400.0,12.03,Returned,2023-08-28
Cust0300,Female,Uttarakhand,East,49,Mouse,Accessories,30.0,3,90.0,11.56,In Transit,2023-01-17
Cust0016,Male,Tripura,South,61,Phone,Electronics,800.0,1,800.0,17.43,Delivered,2023-01-10
Cust0152,Male,Meghalaya,South,69,Phone,Electronics,800.0,3,2400.0,13.57,Returned,2023-03-25
Cust0278,Female,Manipur,East,52,Watch,Wearables,200.0,3,600.0,10.21,In Transit,2023-01-29
Cust0229,Male,Goa,West,45,Monitor,Electronics,300.0,1,300.0,16.7,Delivered,2023-09-16
Cust0128,Male,Arunachal Pradesh,West,52,Monitor,Electronics,300.0,1,300.0,14.67,Delivered,2023-07-21
Cust0032,Female,Mizoram,South,63,Monitor,Electronics,300.0,5,1500.0,18.0,Returned,2023-03-21
Cust0283,Female,Sikkim,South,67,Keyboard,Accessories,50.0,5,250.0,10.04,In Transit,2023-05-03
Cust0238,Male,Chandigarh,West,26,Keyboard,Accessories,50.0,4,200.0,10.23,Delivered,2023-01-24
Cust0051,Male,Puducherry,West,41,Watch,Wearables,200.0,4,800.0,8.56,Returned,2024-01-03
Cust0134,Male,Dadra & Nagar Haveli and Daman & Diu,South,58,Monitor,Electronics,300.0,5,1500.0,19.72,Delivered,2023-05-16
Cust0129,Male,Lakshadweep,South,66,Mouse,Accessories,30.0,2,60.0,9.19,In Transit,2023-05-07
Cust0148,Female,Ladakh,West,67,Earbuds,Accessories,100.0,2,200.0,19.58,Returned,2023-06-01
Cust0272,Male,Maharashtra,South,52,Keyboard,Accessories,50.0,2,100.0,13.78,Delivered,2023-09-04
Cust0092,Female,Bihar,East,32,Mouse,Accessories,30.0,5,150.0,15.68,Delivered,2023-11-06
Cust0109,Male,Madhya Pradesh,North,57,Watch,Wearables,200.0,1,200.0,13.34,Returned,2023-09-08
Cust0291,Male,Rajasthan,West,49,Watch,Wearables,200.0,4,800.0,18.56,Delivered,2023-03-18
Cust0153,Female,Karnataka,South,40,Earbuds,Accessories,100.0,5,500.0,14.22,Delivered,2023-02-02
Cust0220,Male,Gujarat,North,67,Earbuds,Accessories,100.0,5,500.0,13.85,Returned,2023-03-15
Cust0199,Female,Andhra Pradesh,North,41,Mouse,Accessories,30.0,3,90.0,18.37,Returned,2024-01-03
Cust0245,Male,Odisha,West,63,Phone,Electronics,800.0,2,1600.0,19.63,Delivered,2023-12-27
Cust0228,Male,Telangana,North,25,Phone,Electronics,800.0,1,800.0,5.64,In Transit,2023-09-23
Cust0174,Male,Jharkhand,West,68,Mouse,Accessories,30.0,4,120.0,14.02,Returned,2023-09-13
Cust0161,Male,Assam,West,62,Watch,Wearables,200.0,3,600.0,17.9,Returned,2023-01-03
Cust0204,Male,Punjab,South,54,Phone,Electronics,800.0,1,800.0,7.77,Returned,2023-07-23
